3M Libor_T-1,EM Bond_T-1,US Bond ETF_T-1,Wheat 1_T-1,Wheat 2_T-1,Crude Palm Oil_T-1,Brent 1_T-1,Brent 2_T-1,Light Crude_T-1,White Sugar_T-1,Corn_T-1,Corn_T-1.1,Euro Curr_T-1,AUD_T-1,INR_T-1,MR_T-1,Yuan_T-1,Dollex_T-1,S&P 500_T-1,DJ Index_T-1,Nifty_T-1,MSCI EM_T-1,Shanghai Index_T-1,Nikkei Ind_T-1,MSCI APAC ex J_T-1,EMEquity ETF_T-1,Silver_T-1,Platinum_T-1,Palladium_T-1,Gold_T-1,3M Libor_T-7,EM Bond_T-7,US Bond ETF_T-7,Wheat 1_T-7,Wheat 2_T-7,Crude Palm Oil_T-7,Brent 1_T-7,Brent 2_T-7,Light Crude_T-7,White Sugar_T-7,Corn_T-7,Corn_T-7.1,Euro Curr_T-7,AUD_T-7,INR_T-7,MR_T-7,Yuan_T-7,Dollex_T-7,S&P 500_T-7,DJ Index_T-7,Nifty_T-7,MSCI EM_T-7,Shanghai Index_T-7,Nikkei Ind_T-7,MSCI APAC ex J_T-7,EMEquity ETF_T-7,Silver_T-7,Platinum_T-7,Palladium_T-7,Gold_T-7,3M Libor_T-14,EM Bond_T-14,US Bond ETF_T-14,Wheat 1_T-14,Wheat 2_T-14,Crude Palm Oil_T-14,Brent 1_T-14,Brent 2_T-14,Light Crude_T-14,White Sugar_T-14,Corn_T-14,Corn_T-14.1,Euro Curr_T-14,AUD_T-14,INR_T-14,MR_T-14,Yuan_T-14,Dollex_T-14,S&P 500_T-14,DJ Index_T-14,Nifty_T-14,MSCI EM_T-14,Shanghai Index_T-14,Nikkei Ind_T-14,MSCI APAC ex J_T-14,EMEquity ETF_T-14,Silver_T-14,Platinum_T-14,Palladium_T-14,Gold_T-14,3M Libor_T-22,EM Bond_T-22,US Bond ETF_T-22,Wheat 1_T-22,Wheat 2_T-22,Crude Palm Oil_T-22,Brent 1_T-22,Brent 2_T-22,Light Crude_T-22,White Sugar_T-22,Corn_T-22,Corn_T-22.1,Euro Curr_T-22,AUD_T-22,INR_T-22,MR_T-22,Yuan_T-22,Dollex_T-22,S&P 500_T-22,DJ Index_T-22,Nifty_T-22,MSCI EM_T-22,Shanghai Index_T-22,Nikkei Ind_T-22,MSCI APAC ex J_T-22,EMEquity ETF_T-22,Silver_T-22,Platinum_T-22,Palladium_T-22,Gold_T-22,Gold_T+22
0.0,0.0008785630000000001,0.001049718,0.013157895,0.013562387,0.003163127,-0.007879186,-0.004945341,-0.00348567,-0.024705882000000002,0.001282051,0.001282051,0.004851098,0.011706048,-0.009225488,-0.0020710060000000002,-0.000102539,-0.003465792,0.005739303,0.007158638,0.009348531,0.003783569,0.00463355,-0.003486158,0.0009065960000000001,0.017100372,0.011040093,0.029988893,0.018878801,0.013956861000000001,-0.018018018,0.015349574,0.00855687,0.031578947,0.034132841000000004,0.009090909,-0.043428716,-0.038359955,-0.046448425,-0.019763514,0.015604681,0.015604681,0.00255445,0.024925881,-0.015141821000000001,-0.012587822,-7.32e-05,-0.0040849779999999995,0.044892499,0.047778342,0.061167954000000004,0.039277211,0.018893815,-0.007517033,0.04371710400000001,0.055012853,-0.00172117,0.023170283,0.081039755,0.024354514,-0.028970531,-0.002141119,0.008072266,0.022770397999999997,0.025617566,0.0,-0.020103761,-0.0196179,-0.027466297,0.009568545999999999,0.031023102,0.031023102,0.0030264309999999996,0.019106889,-0.007948443000000001,-0.001480166,-0.000234343,-0.009558118,0.02486527,0.040789586,0.005642841,-0.004040703,0.025109935,-0.057158325,-0.006831996,0.019627329,0.019332162,0.045471627,0.072837633,0.078257517,-0.040695628,-0.015365408999999998,0.004693037,0.052734375,0.053571429000000004,0.004979629,0.029993183,0.033802055,0.018069111000000002,-0.0036057690000000004,0.020248204,0.020248204,-0.000670062,0.019774937,0.003913043,0.0014845610000000001,-1.4599999999999999e-05,-0.002872232,0.001336972,0.025420683,-0.023299207000000002,-0.009862174,0.07308960099999999,-0.028816496,-0.0016131000000000001,-0.012274368,-0.025210084,0.024300442000000002,0.082695253,0.053533594000000004,0.004647837
-0.004587155999999999,0.004096362,0.002383222,0.043599257999999995,0.04103479,0.040990991000000004,0.042356055999999996,0.039759351,0.029667055,0.047906255,0.026888604,0.026888604,0.0038219120000000002,0.003856867,-0.004114335,-0.002371776,4.39e-05,-0.005628269,0.014467571,0.013289556999999999,0.011822483,0.020692751000000002,0.027418657000000003,0.0021360629999999997,0.016328429,0.025097466000000002,0.055747125999999994,0.035945363,0.053748232,0.018904183,-0.014747012,0.016890557,0.008342923,0.09863281300000001,0.097836312,0.062528736,0.007548618000000001,0.007349214000000001,-0.011442786000000002,0.039487179,0.065780731,0.065780731,0.006115591,0.028427176000000002,-0.020447284,-0.016081871,-8.79e-05,-0.010971601000000001,0.0400045,0.040076115,0.061378015,0.056271974,0.038032642,0.007588418,0.066810566,0.059697732999999996,0.056354227,0.064647211,0.133942161,0.045298244,-0.033424794,0.0052729230000000005,0.006509046,0.119402985,0.11835170099999999,0.066943675,0.012861736,0.012609859,-0.006872423000000001,0.066093969,0.08013468,0.08013468,0.011007563,0.022479267,-0.020029832,-0.010294118,-0.00041001,-0.01608984,0.043153628,0.053104733,0.04360699,0.037467738,0.08392932,-0.041251569,0.024454041,0.06371681400000001,0.10330330300000001,0.098323171,0.144393241,0.097371968,-0.045096106,-0.010761986999999999,0.008633094000000001,0.11166007900000001,0.114081146,0.04617474,0.057898979,0.041257367,0.015589061999999999,0.019446773,0.07434695200000001,0.07434695200000001,0.001873787,0.017482897,0.000870511,0.002681764,-0.00010253399999999999,-0.007564818,0.011618151,0.034186827999999995,-0.009943529,0.00680063,0.09908758599999999,-0.043704004000000005,0.0076699030000000005,0.018151016000000002,0.060623557,0.068594735,0.151468315,0.085821784,-0.002105355
-0.003465438,-0.002039825,0.00085592,0.020444444,0.017994859,0.003461705,0.0062222219999999995,0.006540881,0.007171616,0.005262291999999999,0.000623441,0.000623441,-0.006946764,-0.006723586,0.00456621,0.0,-4.39e-05,0.006127353,0.0009194989999999999,0.002926887,0.00083036,-0.002059184,0.002394163,-0.00625563,-0.0066480390000000006,-0.0035654859999999997,0.001088732,0.00832755,-0.005369128000000001,0.000526339,-0.013683135,0.013015183999999999,0.008335729,0.15376884400000002,0.146718147,0.07361111099999999,0.041946088,0.042198489000000006,0.022872476,0.053420644,0.092579986,0.092579986,0.0013470729999999998,0.013172218999999999,-0.013031404,-0.010294118,-8.79e-05,-0.005935188,0.038361545,0.041303268,0.055482000999999996,0.047040769,0.037563404,-0.006069862,0.040310781000000004,0.057250946,0.059331797,0.083923909,0.127853881,0.041931211,-0.036774400000000006,0.012915311,0.005926209,0.160768453,0.156767283,0.078604651,0.047870934000000004,0.047519309,0.030775174,0.094147127,0.08592692800000001,0.08592692800000001,0.010741723,0.036876114,-0.020148462,-0.016081871,-0.000146477,-0.013817468000000001,0.06492236,0.069113124,0.048920983,0.069558008,0.082986703,-0.034254917,0.042783453,0.110757817,0.142945929,0.114691216,0.181818182,0.110726981,-0.048405265999999995,-0.009161925,0.009593246,0.15492957699999998,0.149492017,0.062786434,0.02722323,0.027874117,0.011115321000000001,0.017307371999999998,0.077181208,0.077181208,-0.002415621,0.015715377,0.0,-0.00148368,-8.79e-05,-0.003015993,0.020814946,0.044169065,-0.015538248000000001,0.014873136,0.102886718,-0.051438159000000004,0.007524675,0.028711656000000002,0.056289489000000005,0.083519761,0.134762634,0.083915419,-0.037438078
-0.00462432,0.0005839980000000001,-0.00209046,-0.015679443,-0.012626263,0.021992237999999997,0.003028773,0.004248938,0.002498438,0.020775397,-0.006853583000000001,-0.006853583000000001,0.006524517,-0.0013967979999999999,0.0,-0.00029717700000000003,0.000131849,-0.002441322,-0.00046833300000000003,-0.001064439,-0.0014914320000000002,0.001414721,0.006197285,-0.005460471,0.003055286,-0.007872137,0.007069059,-0.009635237,-0.005398111,0.003244049,-0.012623853,0.009426551,0.004879916,0.090733591,0.08611111099999999,0.08815427,0.023567288999999998,0.025915996,0.004254787,0.073825503,0.039113429,0.039113429,-0.001934236,-0.000215146,-0.003451251,-0.0041444640000000005,0.00011719700000000001,0.002119265,0.015296226999999999,0.01949459,0.031908378,0.023065533,0.040197002999999995,-0.013476413000000001,0.023252362000000002,0.011675991,0.054069437000000005,0.059256533,0.11497730699999999,0.036787025,-0.041228664,0.013007488999999999,0.0058423519999999994,0.118811881,0.12034384,0.08765488800000001,0.017278894,0.018762677,-0.00310559,0.082206035,0.049374589,0.049374589,0.008899676,0.01518296,-0.0121873,-0.017092768,0.0,-0.009642109,0.040980762000000004,0.04654718,0.064024166,0.065607346,0.11578177199999999,-0.021665942,0.063420653,0.05531591,0.11365003,0.07588785,0.132104455,0.09544780000000001,-0.050532852999999996,-0.010587103,0.005457157,0.09496124,0.095238095,0.079726651,0.02159383,0.02814739,0.0041291290000000005,0.036372696,0.03171521,0.03171521,6.68e-05,0.001077122,0.004347826,-0.002668248,4.39e-05,-0.004304066,0.010829667,0.033106789,-0.017006505,0.004930525,0.08720776599999999,-0.054677815,0.005444558,0.001444739,0.041619798,0.061600885,0.109939759,0.07673849599999999,-0.028097007
-0.009291608,-0.000486381,0.00104742,-0.0035398229999999997,-0.002557545,-0.012658228,-0.024911928,-0.022025884,-0.023551402000000003,-0.025,-0.007528231,-0.007528231,-0.003074044,-0.010974822,0.011471861000000002,0.007580262,0.00020507099999999998,0.0014364570000000001,-0.013425842,-0.009003185,-0.012997803999999998,-0.013579251,0.005260905,-0.013158275,-0.007953392,-0.018514066000000003,-0.001079914,0.0010423910000000002,-0.008141113,-0.000480664,-0.021798165,0.003515968,0.005643773,0.080614203,0.080831409,0.075367647,0.002976576,0.006402868000000001,-0.01371932,0.061780105,0.003807107,0.003807107,-0.004271793,-0.011931635,0.009287257,0.0019213720000000002,0.00041022599999999997,0.0036256509999999997,0.00172917,0.008341002,0.021980048,0.005576846999999999,0.044674244,-0.032546732,0.009594804,-0.002443793,0.06812933,0.069016698,0.102564103,0.034928966,-0.050137191,0.00715546,0.0030531440000000003,0.1408308,0.14035087699999999,0.089385475,0.03209482,0.03544137,0.00927357,0.046799725,0.082079343,0.082079343,0.013795446999999999,0.022355688999999998,-0.0036247329999999998,-0.00601173,0.000278331,-0.013197903,0.056659493,0.063803894,0.058853492,0.059284076,0.10840469900000001,-0.048359001,0.046008361,0.08650519,0.137062077,0.08922495300000001,0.147566719,0.095078514,-0.058524353,-0.012399077,0.004106972,0.08687258699999999,0.088878548,0.06557377,0.01016684,0.0161624,-0.003560529,0.028397566000000003,0.028608582999999996,0.028608582999999996,-0.0014057170000000001,-0.004656199000000001,0.010596886000000002,0.008179655,0.000424884,-0.00359955,0.0035195129999999997,0.028975808,-0.024528542,-0.003837723,0.076563956,-0.076171248,-0.009557599,-0.003904344,0.058352403,0.069413512,0.09431137699999999,0.084487009,-0.045466467999999996
-0.016394058,-0.000875912,0.000380481,-0.007992895,-0.01025641,0.012820513,0.0012903230000000001,-0.0029265809999999997,-0.008550281,-0.019066404,-0.01517067,-0.01517067,-0.003887921,-0.00413403,-0.003851915,-0.001622658,-8.79e-05,0.004821165,-0.003214905,-0.001382055,0.01271798,-0.003489044,-0.0036938970000000002,-0.005423338000000001,-0.007383581,-0.004164625,-0.001081081,0.0027768140000000003,-0.009575923,0.005114978,-0.037834862000000004,0.002147599,0.0056416140000000005,0.053276755999999995,0.049864007,0.08965517199999999,-0.0038510909999999996,-0.003560529,-0.027659574,0.011525424,-0.007643311999999999,-0.007643311999999999,-0.008076897,-0.015910557,0.004314995,0.002815232,0.00029301,0.00657247,-0.00649061,0.002613868,0.009692343,-0.007214323000000001,0.041935732,-0.037886155,-0.008494998,-0.015023018999999999,0.051194539000000004,0.055921053,0.060029282999999996,0.028450011,-0.061529099999999996,0.015832179,0.008148006,0.09082031300000001,0.08426966300000001,0.12056737599999999,0.013716525,0.015552100000000001,-0.013835999,0.010326731,0.025,0.025,0.006229686,0.013395328,-0.00534188,-0.011682243,0.00013183299999999998,-0.008310395,0.04650583,0.054009218,0.072319969,0.059181897000000004,0.075308233,-0.031140626,0.047227293,0.066089693,0.12477175900000001,0.08405253300000001,0.125972006,0.08565897,-0.074971775,-0.010696733,0.005161044,0.031394275,0.033928571,0.090156394,-0.02254692,-0.021356313,-0.04803332900000001,-0.00217355,-0.018891688,-0.018891688,-0.009861406999999999,-0.012513483999999998,0.004748543,0.002666667,7.32e-05,0.009123406,0.009228778,0.037067711,-0.002201991,-0.0032996790000000002,0.077430421,-0.080874718,-0.01114267,-0.0026987240000000004,0.046432615999999996,0.062913907,0.07995226700000001,0.085556447,-0.057674742
-0.0011823489999999999,0.001266316,-0.000190168,-0.0035810209999999998,-0.0008635580000000001,0.040084388,0.0007731960000000001,0.0014037770000000001,0.009525035,0.003016086,-0.008985879,-0.008985879,0.007065949,0.009504041999999999,-0.002148228,-0.0032505909999999997,-0.000102524,-0.007547319,0.013615789,0.012869543,0.010113905,0.012554387,0.009163794,0.0,0.011440075,0.020910209,0.003787879,0.008307373,0.019337016999999998,0.013309556,-0.038972477,0.0034166340000000004,0.003435442,0.046052632,0.046112115999999995,0.11387257099999999,0.019829284,0.02121291,0.012522591999999999,0.00605042,-0.01025641,-0.01025641,0.008287293000000001,0.00162584,-0.00343274,-0.0020710060000000002,4.39e-05,-0.006759617,0.017475442,0.024857146,0.030468537,0.019099306,0.05222845,-0.031292806,0.009507008,0.02850062,0.077861708,0.078489448,0.063553826,0.055691499000000005,-0.058425915999999994,0.020856093,0.009310808,0.075362319,0.07627907,0.167140152,-0.0051242629999999996,-0.004819277,-0.021215525,0.007744108,-0.005795235,-0.005795235,0.017058583999999998,0.023706658,-0.014219015,-0.016331292,-0.00011716799999999999,-0.017031917,0.058187697000000003,0.06948897400000001,0.11824316900000001,0.081616231,0.072067964,-0.031140626,0.072553563,0.08667190400000001,0.077861708,0.07490774900000001,0.137134052,0.074733589,-0.071972784,-0.005418481,0.006509046,0.0054200540000000005,0.015803336,0.119436876,-0.025840442,-0.0242477,-0.041900806,0.020630861,-0.046324892,-0.046324892,-0.003794435,-0.002482729,-0.00193382,-0.006772674,-0.000248949,-0.00011985,0.012196796000000001,0.03666587,0.023042537000000002,0.016374158,0.094137075,-0.07494665,0.012508908999999999,0.00973236,0.050991500999999995,0.067032967,0.10479041900000001,0.09891509400000001,-0.067090183
-0.004773179000000001,0.002334857,0.002948169,-0.042228212,-0.044079516,-0.009330629,-0.015967036,-0.012871161,-0.017085298999999998,0.001503508,-0.021373057,-0.021373057,-0.00033411300000000003,-0.0059517369999999995,0.000215285,0.001185888,0.00021971599999999998,-0.00022641,-0.0005333380000000001,-0.001649611,-0.0025472470000000003,-0.005128956,-0.03448596,-0.01011826,-0.009830097,-0.0055421690000000004,-0.0021563339999999998,-0.006179196999999999,-0.004065041,0.003820234,-0.043559633,0.004876620999999999,0.005338418,-0.011131725,-0.01338091,0.1,0.011515553000000001,0.013078734,-0.001295505,0.033086335,-0.032650448,-0.032650448,0.00308435,-0.01585601,0.006063231,0.001185888,0.000366247,-0.003530942,0.011129605,0.015894112,0.018323848,0.010050794,0.011255638,-0.037739847,-0.0013219420000000002,0.005604288000000001,0.063793103,0.04061826,0.03960396,0.045137647,-0.060792793,0.02030105,0.013940967,0.020095694,0.020295203,0.11,-0.032413269,-0.02578292,-0.047683755,0.012668918999999999,-0.017555267,-0.017555267,0.005646679,0.008674646,-0.009170399000000001,-0.011416862,0.00029297599999999997,-0.007601497,0.056521739,0.064431849,0.080612635,0.049722773,0.030362115,-0.044973188,0.04233737,0.06092545,0.061962134,0.06472968,0.12385321099999999,0.070591467,-0.075386689,-0.002034095,0.010734138,-0.027372262999999997,-0.023830538,0.09408602199999999,-0.022262027,-0.019493671,-0.040453074,0.024786325,-0.04608585900000001,-0.04608585900000001,-0.002666667,-0.0039037090000000004,-0.0006452999999999999,-0.0008875739999999999,7.32e-05,-0.00530026,0.024129307000000003,0.04628175599999999,0.01871104,0.004375225999999999,0.037221588,-0.08571534199999999,-0.009950249,0.012512266999999999,0.04813137,0.06551343400000001,0.103603604,0.10891934199999999,-0.055460532
-0.019184284,0.0014558870000000001,0.0009482269999999999,0.028142589,0.034358047,0.008190008,0.025386025,0.022850502999999998,0.02529511,0.010175146,0.035737922000000005,0.035737922000000005,0.011965241000000001,0.01415197,-0.010546706999999999,-0.002368967,-0.00019037900000000001,-0.010643683000000001,0.0045041379999999995,0.002941427,0.003457387,0.006654083000000001,0.020672704,0.004260986,0.010687583999999998,0.011630723999999999,0.016747704,0.017962003,0.013877551,0.017318054,-0.057585252999999996,0.002234094,0.003899192,-0.025777777999999998,-0.019708655,0.06533968,-0.004952381,-0.0033962259999999996,-0.005535984,-0.004111165999999999,-0.024314214,-0.024314214,0.011221695,-0.005763074,-0.00043487699999999996,0.001188707,0.000131843,-0.008556935,0.001198954,0.005519383,0.009905003,-0.003841503,0.00461581,-0.035699476,-0.006864823000000001,-0.00760637,0.024496462000000004,0.022553782,0.000268456,0.04351068,-0.071483055,0.019162386,0.012274645,0.0703125,0.076199436,0.131954023,0.0025588539999999997,0.003928028,-0.016915423,0.035213675,0.03986711,0.03986711,0.017405913999999998,0.022500274,-0.020873269,-0.014912281000000001,4.39e-05,-0.019434652,0.041251418,0.045816693,0.071890967,0.052214302000000004,0.042824003,-0.028381961,0.0594871,0.05163728,0.08223116700000001,0.088659032,0.134246575,0.09077988199999999,-0.089085272,0.004184915,0.014414761000000002,0.039848197,0.046660567,0.109009009,0.016342412,0.015899474,-0.004157742,0.053583855,0.0330033,0.0330033,0.018158585,0.017141609,-0.012459721000000002,-0.002664298,-5.8599999999999995e-05,-0.023560037000000002,0.040939126,0.060442077000000004,0.027610693999999998,0.012663283999999999,0.058078523,-0.088875207,0.002455628,0.037267081,0.102519039,0.10747839199999999,0.130804249,0.146443716,-0.07191795200000001
-0.00488988,0.0,0.0,0.0,0.0,-0.001624695,-0.016717713000000002,-0.015398208,0.0,0.006439894,0.0,0.0,-0.008454984,-0.020180335,0.014792256,0.006084892,0.000117178,0.007499764,0.0,0.0,-0.02008555,-0.021123911000000002,-0.036224931,-0.0061853659999999994,-0.014624918,0.0,-0.011158342,-0.01459111,-0.012345678999999998,0.002563995,-0.058932337,0.004282655,0.003040669,-0.045296167000000005,-0.037037037,0.059939629,-0.027637557000000004,-0.02511872,-0.012617113999999999,-0.0029445440000000003,-0.024922117999999997,-0.024922117999999997,0.009685881,-0.019232836,0.00974026,0.007280831999999999,0.00029299700000000003,-0.007204554,0.000279199,0.00258493,-0.011200553,-0.02287218,-0.034088877000000004,-0.035631294,-0.014839961,-0.004055344000000001,0.011963023,-0.0006882310000000001,-0.006747638,0.045635877000000005,-0.071809093,0.017353578999999997,0.011401743999999998,0.10150753800000001,0.10424710400000001,0.137962963,0.013149244,0.016019797,0.009966777,0.050318800999999996,0.065350579,0.065350579,0.011046003,-0.006313956,-0.0034180729999999998,-0.003088235,0.00020508,-0.013096981,0.038651454,0.043994964000000004,0.043660019,0.023092663,0.0021940320000000003,-0.041484879,0.02487261,0.05296343,0.072004608,0.083177919,0.120243531,0.08948065599999999,-0.09353953599999999,0.007518797,0.010433617,0.090547264,0.09631049400000001,0.134810711,-0.009003215,-0.006368615,-0.012370361000000002,0.068548387,0.053872054,0.053872054,0.013708806,-0.003928416,-0.005966333000000001,-0.003088235,-0.000161075,-0.017193144,0.044404322,0.058917222000000005,0.032774878,0.011651115,0.049486025999999995,-0.081196891,0.002541641,0.05562579,0.11771771800000001,0.106707317,0.130568356,0.148055449,-0.072237129
